NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude ,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,source_file
ANC25LA073,ACC,200520,2025-07-10T17:00:00Z,Palmer,Alaska,United States,,N27293,18-3367,False,Aviation,DirectorBrief,2026-01-09T05:00:00Z,2026-01-09T19:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s excessive braking during the landing roll, resulting in a nose over. Contributing to the accident was the pilot’s decision to continue the landing after determining the landing area was unsuitable.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation, Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome",,61.41,-148.56,PIPER,PA-18-135,AIR,NONE,River Bed,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200520,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200520/pdf,Alaska.csv
ANC25LA070,ACC,200502,2025-07-09T14:07:00Z,Homer,Alaska,United States,,N2694D,20846,False,Aviation,DirectorBrief,2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s failure to maintain directional control during landing, which resulted in a ground loop.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,59.6481,-151.5299,CESSNA,170B,AIR,HOM,Homer Airport,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200502,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200502/pdf,Alaska.csv
ANC25LA068,ACC,200489,2025-07-06T09:30:00Z,Kokhanok,Alaska,United States,,N67251,251,False,Aviation,DirectorBrief,2025-08-21T04:00:00Z,2025-08-21T17:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s failure to attain a proper touchdown point during landing which resulted in a hard landing.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,59.4376,-154.7772,DEHAVILLAND,BEAVER DHC-2 MK.1,AIR,NONE,,false,1,REC,,BUS,091,Substantial,VMC,No See Um Lodge,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200489,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200489/pdf,Alaska.csv
ANC25LA065,ACC,200464,2025-07-05T15:30:00Z,King Salmon,Alaska,United States,,N52009,18052438,False,Aviation,,,,Serious,0.0,3.0,1.0,4.0,,,,,58.550313,-155.77591,CESSNA,180J,AIR,,,false,1,,,PERS,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200464/pdf,Alaska.csv
ANC25LA067,ACC,200483,2025-07-03T16:00:00Z,Fairbanks,Alaska,United States,,N690AX,11384,False,Aviation,DirectorBrief,2025-08-21T04:00:00Z,2025-08-21T17:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s failure to maintain control during takeoff resulting in a gear-up landing on the runway. Contributing to the accident was the pilot’s momentary distraction from within the airplane.,"Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",,64.837559,-147.61472,ROCKWELL INTERNATIONAL,690B,AIR,FBK,Ladd Army Airfield,false,2,TP,NSCH,PERS,135,Substantial,VMC,CLEARWATER AIR INC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200483,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200483/pdf,Alaska.csv
ANC25LA062,ACC,200460,2025-07-01T17:20:00Z,Wasilla,Alaska,United States,,N5169X,676,False,Aviation,DirectorBrief,2025-08-21T04:00:00Z,2025-08-21T17:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s excessive use of brakes during landing roll, which resulted in a nose-over.","Aircraft - Aircraft systems - Landing gear system - Landing gear brakes system - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,61.394728,-149.84244,CHAMPION,7ECA,AIR,Z40,Goose Bay Airport,false,1,REC,,INST,091,Substantial,VMC,JIN JIN AVIATION LLC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200460,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200460/pdf,Alaska.csv
ANC25LA060,ACC,200440,2025-06-30T17:30:00Z,Chinitna Bay,Alaska,United States,,N3609Z,22-7497,False,Aviation,,,,,0.0,0.0,0.0,0.0,,,,,59.879456,-153.05283,PIPER,PA-22-150,AIR,,,false,1,,,PERS,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200440/pdf,Alaska.csv
ANC25LA064,ACC,200463,2025-06-29T21:05:00Z,Palmer,Alaska,United States,,N531AT,14025,False,Aviation,DirectorBrief,2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s diverted attention during takeoff in flat light conditions, which resulted in a loss of visual reference with terrain.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Personnel issues - Task performance - Workload management - (general) - Pilot, Environmental issues - Physical environment - Terrain - High elevation - Effect on operation, Environmental issues - Conditions/weather/phenomena - Light condition - Flat light - Effect on personnel, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Experience/knowledge - Training - Training with equipment - Pilot, Personnel issues - Psychological - Personality/attitude - Confidence/reliance on equip - Pilot",,61.441667,-148.759,ROBINSON HELICOPTER COMPANY,R44 II,HELI,,,false,1,REC,NSCH,BUS,135,Substantial,VMC,Elevate Aviation LLC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200463,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200463/pdf,Alaska.csv
ANC25LA056,ACC,200411,2025-06-28T18:56:00Z,Manokotak,Alaska,United States,,N8085L,17256285,False,Aviation,DirectorBrief,2026-01-09T05:00:00Z,,,0.0,0.0,0.0,0.0,,"The pilot’s decision to land on an unsuitable landing surface with a tailwind, which resulted in a nose over. Contributing was the pilot’s failure to recognize the wind direction, resulting in a tailwind landing.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Effect on operation",,58.814722,-159.48572,CESSNA,172H,AIR,NONE,Beach,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200411/pdf,Alaska.csv
ANC25LA066,ACC,200478,2025-06-28T12:30:00Z,Chenega,Alaska,United States,,N55PT,18-2675,False,Aviation,DirectorBrief,2025-10-09T04:00:00Z,2025-10-09T17:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s failure to maintain directional control during landing in gusting and variable wind conditions.,"Environmental issues - Conditions/weather/phenomena - Wind - Variable wind - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,60.050046,-147.90822,PIPER,PA-18-135,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200478,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200478/pdf,Alaska.csv
ANC25LA058,ACC,200420,2025-06-25T14:30:00Z,Alexander Creek,Alaska,United States,,N97438,108-438,False,Aviation,DirectorBrief,2025-10-09T04:00:00Z,2025-10-09T17:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s failure to maintain airplane control during final approach. Contributing to the accident was the airplane’s encounter with a downdraft that led to a rapid loss of altitude.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Downdraft - Effect on operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Attain/maintain not possible, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Attain/maintain not possible",,61.421067,-150.58583,STINSON,108-8,AIR,,Roy's Strip,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200420,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200420/pdf,Alaska.csv
ANC25LA059,ACC,200423,2025-06-24T19:00:00Z,Denali Park,Alaska,United States,,N2655D,20807,False,Aviation,DirectorBrief,2026-01-09T05:00:00Z,2026-01-09T19:00:00Z,,0.0,0.0,0.0,0.0,,The failure of the left main landing gear spring due to a fatigue fracture during landing on uneven terrain.,"Aircraft - Aircraft systems - Landing gear system - Main landing gear - Failure, Aircraft - Aircraft systems - Landing gear system - Main landing gear - Fatigue/wear/corrosion, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,63.22338,-150.94702,CESSNA,170B,AIR,NONE,Backcountry Airstrip,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200423,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200423/pdf,Alaska.csv
ANC25LA055,ACC,200386,2025-06-24T10:34:00Z,Big Lake,Alaska,United States,,N3609Q,32R-7780319,False,Aviation,,,,Serious,0.0,2.0,0.0,2.0,,,,,61.53515,-149.80707,PIPER,PA-32R-300,AIR,BGQ,Big Lake Airport,false,1,,,INST,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200386/pdf,Alaska.csv
ANC25LA069,ACC,200501,2025-06-23T16:30:00Z,Port Graham,Alaska,United States,,N8630Z,P206-0430,False,Aviation,,,,,0.0,0.0,0.0,0.0,,,,,59.349285,-151.83125,CESSNA,P206C,AIR,PGM,Port Graham,false,1,,,UNK,091,Substantial,,ALASKA VILLAGE MISSIONS,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200501/pdf,Alaska.csv
ANC25LA052,ACC,200324,2025-06-14T15:15:00Z,Cantwell,Alaska,United States,,N2101Q,108-1182,False,Aviation,,,,Minor,0.0,0.0,2.0,2.0,,,,,63.226317,-149.63272,STINSON,108,AIR,NONE,,false,1,,,PERS,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200324/pdf,Alaska.csv
ANC25LA051,ACC,200321,2025-06-13T17:15:00Z,Fairbanks,Alaska,United States,,N3846M,12-2757,False,Aviation,DirectorBrief,2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,Serious,0.0,1.0,0.0,1.0,,The pilot’s failure to maintain clearance from trees during a go-around with a tailwind.,"Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Attain/maintain not possible",,64.873336,-147.01568,PIPER,PA-12,AIR,NONE,Private Strip,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200321,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200321/pdf,Alaska.csv
ANC25LA071,ACC,200508,2025-06-09T10:00:00Z,Willow,Alaska,United States,,N3994Z,18-7943,False,Aviation,,,,,0.0,0.0,0.0,0.0,,,,,61.755474,-150.05266,PIPER,PA-18-150,AIR,UUO,WILLOW,false,1,,,INST,091,Substantial,,Blue River Aviation,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200508/pdf,Alaska.csv
ANC25FA044,ACC,200266,2025-06-04T11:55:00Z,Kaparuk,Alaska,United States,,N962MD,0725,False,Aviation,,,,Fatal,2.0,0.0,0.0,2.0,,,,,70.1855,-149.53866,ROBINSON HELICOPTER CO,R66,HELI,,,false,1,,SCHD,BUS,135,Substantial,IMC,Pollux Aviation,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200266/pdf,Alaska.csv
ANC25LA041,ACC,200226,2025-05-22T20:10:00Z,Susitna,Alaska,United States,,N1364C,18-2613,False,Aviation,DirectorBrief,2025-10-23T04:00:00Z,2025-10-23T17:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s encounter with shifting winds during landing, which resulted in a loss of airspeed and altitude, and subsequent contact with water.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Sudden wind shift - Effect on operation",,61.596646,-150.4839,PIPER,PA-18A 150,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200226,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200226/pdf,Alaska.csv
ANC25LA057,ACC,200419,2025-05-20T22:42:00Z,Trapper Creek,Alaska,United States,,N3308S,18502267,False,Aviation,DirectorBrief,2025-10-23T04:00:00Z,2025-10-23T17:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s improper flare while landing on glassy water, which resulted in a hard landing.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent rate - Not attained/maintained, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Glassy surface - Decision related to condition",,62.148894,-150.85628,CESSNA,A185F,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200419,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200419/pdf,Alaska.csv
ANC25LA039,ACC,200181,2025-05-18T15:12:00Z,Willow,Alaska,United States,,N44473,10273,False,Aviation,DirectorBrief,2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot's inadvertent application of brakes during landing, which resulted in a nose over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Contributed to outcome, Aircraft - Aircraft systems - Landing gear system - Brake - Unintentional use/operation, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",,61.63798,-150.37179,TAYLORCRAFT,BC12-D1,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200181,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200181/pdf,Alaska.csv
ANC25FA035,ACC,200076,2025-04-28T14:55:00Z,Nanwalek,Alaska,United States,,N91025,20700016,False,Aviation,,,,Fatal,2.0,1.0,0.0,3.0,,,,,59.355632,-151.92299,CESSNA,T207,AIR,,,false,1,,SCHD,BUS,135,Substantial,VMC,Smokey Bay Air,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200076/pdf,Alaska.csv
ANC25LA036,ACC,200094,2025-04-25T04:00:00Z,North Pole,Alaska,United States,,N9308K,2308,False,Aviation,DirectorBrief,2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,Minor,0.0,0.0,1.0,1.0,,The pilot's failure to maintain obstacle clearance which resulted in an in-flight collision with a tree. Contributing to the accident was his impairment from the effects of alcohol consumption.,"Personnel issues - Physical - Impairment/incapacitation - Alcohol - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on equipment",,64.710847,-147.19166,STINSON,108,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200094,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200094/pdf,Alaska.csv
ANC25LA034,ACC,200007,2025-04-12T13:00:00Z,Girdwood,Alaska,United States,,N916GG,52236,False,Aviation,DirectorBrief,2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,Minor,0.0,0.0,2.0,2.0,,"The pilot's decision to land on an unsuitable landing surface, which resulted in a nose-over.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,60.96826,-149.12066,CESSNA,182B,AIR,AQY,Girdwood,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200007,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200007/pdf,Alaska.csv
ANC25LA033,ACC,200006,2025-04-09T11:30:00Z,Bethel,Alaska,United States,,N57617,18-7709125,False,Aviation,DirectorBrief,2025-08-11T04:00:00Z,2025-08-11T17:00:00Z,,0.0,0.0,0.0,0.0,,The pilot's delayed decision to abort the takeoff when the airplane was not attaining sufficient airspeed for takeoff and subsequently departed the end of the lake and collided with terrain.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Snow/slush/ice covered surface - Effect on operation",,60.80135,-161.823,PIPER,PA-18-150,AIR,,,false,1,REC,,OWRK,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200006,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200006/pdf,Alaska.csv
ANC25LA029,ACC,199938,2025-03-29T10:10:00Z,Manley Hot Springs,Alaska,United States,,N733KV,17268360,False,Aviation,DirectorBrief,2025-06-13T04:00:00Z,2025-06-13T17:00:00Z,,0.0,0.0,0.0,0.0,,"The student pilot’s failure to maintain directional control during the landing roll on a snow and ice-covered runway, which resulted in a runway excursion and subsequent nose over.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Operating environment - Airport facilities/design - Runway/landing area condition - Contributed to outcome",,64.997087,-150.64332,CESSNA,172N,AIR,MLY,MANLEY HOT SPRINGS,false,1,REC,,INST,091,Substantial,VMC,"Proflite of Alaska, LLC",Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=199938,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/199938/pdf,Alaska.csv
